CUSTOMER_ID,JOIN_DATE,DATE_OF_BIRTH,ANNUAL_INCOME,CREDIT_SCORE
82,2015-11-27,1957-02-28,46099.0,581
83,2016-02-06,1960-04-27,151841.0,686
84,2020-02-08,1988-04-16,84229.0,680
85,2025-04-21,2004-12-16,107329.0,502
86,2016-06-15,1956-03-13,41354.0,727
87,2020-03-15,1988-04-15,41782.0,814
88,2023-01-14,1961-10-29,91483.0,874
89,2017-04-23,1987-07-05,75293.0,632
90,2023-03-29,1986-03-03,96218.0,852
91,2018-06-29,1959-07-10,66580.0,851
92,2024-03-26,1989-01-14,84042.0,895
93,2021-08-12,1999-11-09,79147.0,649
94,2021-03-30,1998-03-05,107892.0,840
95,2017-01-07,1956-06-13,109481.0,726
96,2020-04-15,1967-04-19,32535.0,523
97,2024-10-12,1967-01-16,23774.0,608
98,2015-03-23,1977-08-31,120677.0,768
99,2023-08-30,1962-02-25,132437.0,564
100,2020-08-16,1997-09-20,43901.0,673
101,2023-03-20,1993-11-03,28856.0,809
102,2022-07-28,1995-06-03,76843.0,559
103,2019-12-07,1964-11-29,116474.0,698
104,2018-07-11,1955-09-24,179656.0,585
105,2022-02-28,2000-07-14,94670.0,714
106,2016-08-07,1969-06-12,60727.0,596
107,2021-09-01,1987-10-26,46790.0,886
108,2016-01-30,2000-06-22,73550.0,530
109,2022-06-02,1956-10-22,62967.0,885
110,2022-03-06,1955-04-10,44023.0,816
111,2015-12-19,1955-04-10,203695.0,842
112,2023-08-25,1962-10-26,178543.0,840
113,2019-09-30,1957-08-01,129059.0,575
114,2023-12-26,1996-01-02,46146.0,872
115,2015-06-23,1985-04-19,112141.0,737
116,2017-01-18,2004-01-03,100691.0,884
117,2020-08-21,1995-01-29,91242.0,851
118,2017-02-23,2003-03-01,136603.0,731
119,2018-10-07,1966-12-05,100477.0,649
120,2022-07-17,1969-05-23,105874.0,546
121,2016-08-25,1997-06-22,100554.0,540
122,2022-09-27,1967-03-31,86716.0,655
123,2016-03-07,1957-11-11,29977.0,824
124,2016-12-31,1988-06-16,76253.0,702
125,2021-09-16,1995-01-19,55376.0,692
126,2024-01-22,2003-06-01,38564.0,597
127,2016-12-12,2001-05-24,169551.0,725
128,2018-06-04,1961-01-04,173598.0,755
129,2025-07-24,1993-08-10,144294.0,892
130,2026-04-19,1997-04-23,83084.0,791
131,2021-08-20,1989-11-28,143675.0,742
132,2020-02-08,1995-12-29,73572.0,864
133,2018-12-17,1996-11-25,80935.0,669
134,2021-12-28,1977-04-30,42331.0,873
135,2021-09-30,1957-01-03,89187.0,647
136,2018-05-14,1977-10-23,75372.0,551
137,2015-04-06,1965-02-02,38127.0,667
138,2016-09-23,1960-09-08,71282.0,551
139,2025-12-11,1961-03-31,70272.0,547
140,2019-10-10,1989-11-14,179653.0,852
141,2020-07-04,1980-03-24,114360.0,817
142,2020-05-01,1981-12-29,73550.0,588
143,2023-12-09,1992-04-06,82817.0,835
144,2015-09-28,1982-06-01,74765.0,527
145,2015-12-11,1986-07-03,66075.0,613
146,2018-02-24,1959-04-21,42565.0,782
147,2020-07-22,1997-07-24,67811.0,621
148,2022-08-30,1977-06-10,50360.0,792
149,2020-08-08,1962-10-05,39138.0,849
150,2020-01-14,1995-09-02,94430.0,526
151,2025-09-15,1991-09-26,88932.0,509
152,2016-11-02,1957-08-26,29931.0,876
153,2021-07-12,1964-08-26,68779.0,708
154,2021-03-11,1955-10-15,120313.0,702
155,2020-05-28,1968-07-16,124195.0,685
156,2024-03-21,1960-01-01,122139.0,673
157,2018-01-18,1990-07-01,74567.0,776
158,2025-11-21,1981-02-16,47929.0,731
159,2018-10-14,2004-01-06,42538.0,565
160,2021-03-22,1992-06-22,86882.0,750
161,2020-12-11,1985-07-31,88401.0,767
162,2024-09-13,1980-06-20,139200.0,545
163,2020-01-05,1957-09-22,126752.0,650
164,2018-04-01,1958-07-06,68452.0,816
165,2015-04-01,1985-10-26,39257.0,747
166,2019-02-25,1955-03-21,62345.0,554
167,2024-06-07,1957-02-12,81521.0,516
168,2015-02-11,1965-12-16,66102.0,732
169,2025-03-25,1999-03-19,54778.0,684
170,2021-03-13,1977-12-12,82987.0,884
171,2016-08-07,1990-06-25,56841.0,708
172,2018-06-14,1975-07-31,53421.0,872
173,2021-04-29,1963-08-29,85453.0,585
174,2018-08-09,1973-07-23,59815.0,678
175,2016-03-28,1959-08-03,82624.0,555
176,2022-08-09,1993-07-07,83835.0,729
177,2022-09-04,1964-03-06,41369.0,575
178,2016-05-10,1973-10-27,57491.0,696
179,2018-03-18,2004-01-03,150075.0,637
180,2017-10-13,1984-08-07,40903.0,574
181,2022-07-12,1977-12-06,25379.0,538
182,2023-05-04,1982-02-25,28827.0,704
183,2023-04-20,1994-03-17,74203.0,878
184,2025-09-19,1967-09-22,74270.0,579
185,2023-10-11,1986-10-28,68954.0,661
186,2018-08-30,1998-08-21,134201.0,589
187,2016-03-25,1983-08-16,19218.0,823
188,2022-01-07,1977-04-30,89140.0,665
189,2025-06-16,1962-04-04,159647.0,889
190,2026-02-18,1967-06-01,41611.0,598
191,2017-08-17,2002-04-22,60482.0,532
192,2017-09-13,1982-01-24,50189.0,733
193,2015-06-06,1970-01-25,46762.0,760
194,2016-08-12,1975-12-03,62123.0,896
195,2021-05-02,1983-11-26,149304.0,848
196,2021-03-30,1981-11-17,183266.0,853
197,2019-03-27,1989-12-28,61823.0,753
198,2018-07-16,1967-11-16,189573.0,643
199,2024-06-22,1987-06-19,74443.0,671
200,2020-04-02,1977-02-19,175755.0,553
201,2024-03-24,2002-01-13,69797.0,672
202,2025-12-30,1962-11-24,78083.0,645
203,2018-08-15,1962-06-04,87793.0,514
204,2017-04-25,1978-01-31,358408.0,581
205,2025-11-17,1980-06-02,111932.0,713
206,2022-04-01,1989-07-19,51347.0,647
207,2018-04-28,1975-03-16,118717.0,897
208,2022-02-06,2000-09-09,61028.0,691
209,2020-11-17,1978-09-17,57247.0,883
210,2025-05-04,1961-06-20,115186.0,764
211,2017-12-03,1960-12-17,74276.0,516
212,2026-04-27,2003-09-04,84060.0,581
213,2025-09-08,1961-09-15,73644.0,782
214,2017-01-23,2002-05-25,86534.0,718
215,2016-11-17,1968-11-26,90444.0,620
216,2021-02-01,1959-09-03,27765.0,708
217,2015-07-07,1970-03-28,102057.0,861
218,2018-05-30,1985-09-26,44756.0,655
219,2019-12-20,1976-05-25,35556.0,518
220,2026-01-25,1994-04-13,71026.0,624
221,2026-05-01,1985-07-21,76267.0,874
222,2016-09-23,1975-01-15,51702.0,804
223,2025-03-07,1986-09-25,110804.0,834
224,2016-01-15,2003-07-30,37381.0,864
225,2023-07-19,1975-08-05,59667.0,547
226,2024-08-27,1962-09-03,54588.0,613
227,2025-03-03,1975-06-11,71447.0,523
228,2017-07-20,1997-01-03,84072.0,501
229,2025-03-14,1965-11-18,44181.0,833
230,2016-04-28,2002-06-18,105045.0,874
231,2020-12-03,1984-06-01,75471.0,562
232,2020-05-12,1985-01-30,28397.0,788
233,2018-08-10,1970-11-08,27466.0,713
234,2015-04-03,2001-01-10,72681.0,527
235,2023-10-25,1956-10-20,65481.0,866
236,2018-10-31,1969-12-07,69445.0,848
237,2022-07-22,1975-12-03,72114.0,726
238,2019-09-07,1978-11-12,81861.0,783
239,2019-04-08,1978-09-16,117457.0,658
240,2025-02-12,1962-05-25,41959.0,817
241,2016-01-29,1966-04-13,40701.0,678
242,2023-05-30,1959-10-06,42334.0,895
243,2023-07-12,1983-08-17,84496.0,525
244,2019-05-04,1972-07-18,136281.0,568
245,2017-12-30,1983-04-17,58943.0,887
246,2015-01-23,1984-06-27,20934.0,615
247,2025-09-11,1990-02-07,31195.0,624
248,2025-10-27,1982-05-10,48218.0,816
249,2017-10-01,1987-05-27,55334.0,575
250,2015-05-14,1984-05-11,59624.0,705
251,2016-05-26,1987-08-17,74555.0,614
252,2015-10-10,1985-11-01,62575.0,579
253,2024-06-27,1970-10-24,123583.0,885
254,2025-03-08,1967-04-26,52156.0,579
255,2016-10-01,1994-05-17,47517.0,537
256,2023-07-11,1972-02-20,92915.0,769
257,2017-01-17,1982-06-17,33934.0,846
258,2019-03-12,1964-11-06,88863.0,550
259,2021-11-04,1976-07-28,76978.0,783
260,2023-03-22,1981-06-26,67933.0,716
261,2024-12-25,1986-04-21,161804.0,832
262,2015-07-06,1981-04-27,53578.0,550
263,2017-03-30,1973-01-13,204874.0,890
264,2018-03-15,2003-02-03,65335.0,747
265,2018-07-18,1980-08-21,38619.0,836
266,2026-05-24,1995-06-02,75732.0,644
267,2023-11-16,1991-11-03,42697.0,877
268,2018-08-29,1982-12-02,50218.0,750
269,2026-02-04,1999-04-29,89189.0,550
270,2020-09-13,1961-05-31,96548.0,869
271,2020-09-19,2001-01-21,53579.0,818
272,2019-12-14,1997-07-07,119815.0,620
273,2016-08-23,1980-03-08,130451.0,718
274,2025-09-01,1991-09-03,149964.0,655
275,2015-02-28,1981-01-06,95293.0,717
276,2016-12-27,1968-06-09,144598.0,886
277,2017-08-15,1994-12-30,28555.0,859
278,2018-03-10,1967-04-19,62383.0,586
279,2016-07-03,1970-09-22,47406.0,888
280,2015-03-16,1980-12-19,77623.0,675
281,2022-09-26,1996-11-14,54955.0,781
282,2026-01-25,1974-03-14,67300.0,805
283,2016-05-23,1979-09-17,187416.0,693
284,2018-05-21,1957-01-30,67181.0,682
285,2020-10-12,1960-10-17,89940.0,682
286,2025-08-03,1957-10-18,65112.0,845
287,2022-12-05,1958-08-09,75952.0,654
288,2023-10-01,1998-06-06,73351.0,611
289,2021-08-20,1997-02-07,91506.0,644
290,2019-10-06,1996-02-05,130961.0,577
291,2017-04-13,1957-10-11,166658.0,656
292,2024-11-13,1958-11-19,85375.0,545
293,2024-03-07,1969-01-12,98201.0,535
294,2015-04-15,1983-04-08,41133.0,789
295,2023-03-03,1971-09-16,69987.0,530
296,2015-12-18,1979-05-19,117025.0,727
297,2023-06-09,1963-08-26,112756.0,811
298,2024-06-06,1991-07-17,81292.0,789
299,2016-06-30,1970-09-11,113914.0,678
300,2019-12-15,1958-04-30,93469.0,577
301,2016-05-31,1992-02-20,133273.0,872
302,2021-06-23,2000-02-22,84515.0,834
303,2025-08-03,1955-09-26,61215.0,744
304,2015-12-04,1976-11-01,86502.0,534
305,2019-07-16,1996-05-12,16894.0,514
306,2026-02-09,1990-04-24,88561.0,626
307,2018-06-08,1997-10-30,11799.0,563
308,2016-07-05,1975-10-06,30892.0,844
309,2020-07-30,1973-08-12,91664.0,582
310,2020-10-20,1990-06-18,92852.0,613
311,2022-07-27,1962-09-06,40896.0,890
312,2018-08-01,1966-12-21,51223.0,827
313,2025-11-28,1985-01-16,145113.0,587
314,2020-12-12,1988-06-04,57411.0,653
315,2018-04-09,1960-12-25,224462.0,706
316,2025-12-18,1980-06-01,73060.0,765
317,2025-07-23,1973-03-31,89681.0,874
318,2020-09-12,1980-02-02,164134.0,848
319,2015-04-14,2002-12-04,78082.0,890
320,2021-10-25,1958-10-31,44304.0,516
321,2021-05-04,2004-10-11,69226.0,594
322,2016-09-10,1977-06-25,71840.0,725
323,2022-03-28,1993-08-10,36961.0,519
324,2024-08-07,1976-03-23,64349.0,642
325,2016-03-17,1970-07-20,50458.0,561
326,2023-04-05,1993-07-14,116097.0,873
327,2016-08-08,1989-05-21,74407.0,525
328,2023-07-20,1962-03-16,63488.0,559
329,2019-10-14,1990-04-10,69349.0,578
330,2015-01-28,1992-08-28,81761.0,559
331,2026-01-12,1974-05-24,99549.0,727
332,2016-11-23,2001-04-15,44362.0,645
333,2021-10-21,1987-01-18,43443.0,864
334,2017-01-26,1971-09-07,127050.0,604
335,2025-08-26,1955-07-15,59506.0,714
336,2023-06-06,1988-10-01,36011.0,764
337,2024-03-08,1965-06-15,91300.0,750
338,2019-12-07,1992-10-30,92197.0,818
339,2020-05-02,1981-04-04,34018.0,580
340,2022-03-30,1978-05-04,82022.0,702
341,2023-12-17,1963-03-10,105640.0,820
342,2024-09-01,1990-07-30,88185.0,845
343,2015-03-16,1963-04-19,100307.0,747
344,2022-07-30,1975-11-21,36238.0,760
345,2016-03-31,1996-10-26,86294.0,845
346,2018-04-15,2001-01-08,62862.0,749
347,2024-06-20,2004-06-17,57446.0,879
348,2017-11-10,2002-11-27,113015.0,551
349,2024-02-05,1982-10-20,153221.0,639
350,2020-04-14,1965-01-09,179366.0,544
351,2017-08-28,1996-12-15,141125.0,536
352,2018-10-25,1995-01-31,69226.0,688
353,2021-01-22,2004-07-09,87235.0,590
354,2023-09-26,1987-07-20,107303.0,662
355,2021-12-02,1962-01-30,77698.0,675
356,2025-08-27,1980-02-24,78072.0,748
357,2024-11-27,1977-05-31,110401.0,878
358,2023-08-08,1997-02-24,70995.0,839
359,2021-11-19,1974-08-18,50785.0,651
360,2018-04-23,1971-06-07,59442.0,630
361,2019-09-17,1959-01-02,100404.0,808
362,2016-05-10,1996-10-10,73240.0,549
363,2019-04-10,1992-10-08,86691.0,716
364,2025-07-30,1957-01-22,102236.0,669
365,2019-11-11,1976-09-09,60632.0,573
366,2016-04-19,1978-12-27,106737.0,746
367,2022-06-11,1978-06-20,88382.0,628
368,2025-12-28,2000-12-13,39442.0,574
369,2024-11-26,1962-07-14,150415.0,761
370,2018-02-16,1970-04-27,56933.0,569
371,2020-03-07,1964-01-18,31967.0,769
372,2021-01-23,1967-03-16,43368.0,564
373,2017-10-30,2000-05-11,43892.0,673
374,2018-01-25,2002-01-15,75063.0,823
375,2017-09-13,1957-03-26,63772.0,591
376,2026-05-10,1986-08-10,61795.0,807
377,2023-07-08,1966-08-23,99693.0,788
378,2024-08-07,1964-08-17,86676.0,861
379,2024-04-28,1969-08-09,85650.0,567
380,2025-12-13,1964-09-20,89762.0,786
381,2016-03-15,1979-07-06,99515.0,874
382,2025-01-24,2004-10-13,25490.0,805
383,2015-10-05,1984-04-28,60948.0,575
384,2020-06-05,1991-03-02,24585.0,828
385,2021-10-14,1979-09-01,74461.0,542
386,2019-02-01,1955-09-12,72961.0,735
387,2016-09-01,1959-03-17,123348.0,699
388,2017-03-12,1968-06-11,132431.0,712
389,2024-05-31,1967-03-09,80934.0,707
390,2018-08-22,1997-01-12,56944.0,512
391,2018-07-18,1997-03-08,93207.0,703
392,2025-07-17,1997-09-16,56165.0,874
393,2016-08-22,1986-11-18,73080.0,674
394,2025-06-13,1982-10-23,119739.0,610
395,2025-07-07,1987-06-18,55332.0,897
396,2021-10-31,1975-05-05,109408.0,539
397,2016-11-21,1988-07-06,102611.0,694
398,2016-10-11,1994-09-22,45370.0,705
399,2018-04-02,1993-02-23,119008.0,691
400,2021-08-04,1985-09-10,103703.0,868
401,2016-10-02,1957-11-27,76954.0,668
402,2020-03-15,1991-04-02,49953.0,889
403,2016-04-26,1973-05-01,47591.0,526
404,2021-03-02,1992-03-09,55892.0,793
405,2015-03-30,1981-12-23,95923.0,737
406,2023-02-04,1999-01-23,45351.0,596
407,2015-08-19,1971-12-04,91013.0,591
408,2017-03-23,2001-07-28,39306.0,787
409,2016-12-29,1997-03-24,66037.0,755
410,2024-06-27,1971-07-23,77252.0,744
411,2015-08-11,1979-02-17,248343.0,520
412,2019-11-26,1981-07-27,36730.0,739
413,2021-10-01,1993-06-08,152666.0,892
414,2020-11-21,1989-06-17,78820.0,506
415,2022-10-09,1997-08-09,89822.0,687
416,2024-03-02,1973-06-30,77588.0,697
417,2019-06-30,1980-03-29,91342.0,858
418,2024-06-15,1976-07-18,67721.0,613
419,2018-08-19,2000-06-25,151301.0,690
420,2026-03-29,1970-04-02,58207.0,786
421,2020-10-04,1984-05-11,128813.0,524
422,2023-05-28,1961-01-03,52988.0,820
423,2024-12-27,1997-07-08,70960.0,828
424,2024-01-19,1974-03-19,42788.0,787
425,2024-09-19,1972-01-12,91813.0,759
426,2021-02-15,1984-02-24,150627.0,799
427,2015-07-01,1979-12-11,70356.0,812
428,2020-08-18,1997-05-27,66274.0,861
429,2017-01-26,1981-07-28,41885.0,671
430,2025-02-24,1980-11-07,65209.0,682
431,2017-09-14,1960-04-01,32978.0,755
432,2017-08-09,1956-02-05,46331.0,577
433,2017-11-05,1974-12-06,81911.0,842
434,2022-05-03,2004-11-30,141422.0,808
435,2021-07-10,2000-11-14,297927.0,752
436,2025-10-31,1986-06-14,54541.0,620
437,2019-10-02,1986-07-18,149889.0,639
438,2018-03-23,1974-07-30,82609.0,673
439,2015-07-25,1963-11-16,67804.0,765
440,2015-01-30,1955-06-06,90789.0,811
441,2019-04-07,1971-12-11,75430.0,768
442,2025-07-27,1970-10-28,77281.0,871
443,2020-12-24,1964-07-31,59625.0,884
444,2025-03-15,1967-12-17,36350.0,781
445,2016-02-28,1956-03-29,33799.0,648
446,2016-01-25,1985-05-26,101379.0,739
447,2024-07-07,2001-05-18,63682.0,670
448,2016-03-21,1989-07-17,54282.0,751
449,2015-08-05,1977-05-31,73442.0,824
450,2019-08-13,1976-01-06,108822.0,647
451,2025-07-23,1970-05-18,80032.0,702
452,2022-11-14,1962-02-13,52679.0,518
453,2016-02-18,1984-12-04,135016.0,794
454,2024-07-22,1983-04-30,161070.0,695
455,2024-08-18,1955-05-14,93646.0,683
456,2024-02-21,1975-10-12,118994.0,712
457,2025-04-22,1968-11-25,136078.0,586
458,2017-09-27,1963-07-08,128676.0,739
459,2026-03-08,1990-02-26,99414.0,798
460,2018-08-30,1981-04-17,98634.0,639
461,2024-02-27,1986-09-10,94829.0,552
462,2021-08-12,1990-09-05,42249.0,654
463,2023-11-25,2004-02-04,103815.0,579
464,2022-03-03,1995-02-21,37127.0,649
465,2022-05-03,1986-01-08,49153.0,750
466,2022-01-13,1998-12-15,140334.0,545
467,2023-11-23,1978-11-17,111314.0,798
468,2023-06-09,2004-03-29,153845.0,589
469,2016-07-15,1993-01-27,63842.0,857
470,2024-06-06,1987-07-19,41105.0,792
471,2021-02-13,2000-03-03,64847.0,609
472,2018-09-09,1980-10-03,76958.0,725
473,2020-11-14,1991-01-14,76076.0,544
474,2026-01-15,1969-03-28,128906.0,539
475,2024-10-16,2003-03-02,61045.0,882
476,2024-07-08,1986-03-04,87205.0,820
477,2020-04-13,1994-02-07,44609.0,561
478,2023-12-14,1978-01-14,91597.0,613
479,2019-05-25,1998-05-06,73244.0,579
480,2022-11-01,1958-09-16,50266.0,658
481,2022-04-20,1960-09-14,64996.0,616
482,2017-11-07,1980-05-10,66697.0,631
483,2018-01-16,1991-08-16,63890.0,711
484,2015-09-12,1995-06-19,177313.0,575
485,2016-08-05,1977-01-02,69618.0,853
486,2019-12-14,1987-06-27,64735.0,791
487,2020-06-15,1982-08-28,25624.0,804
488,2016-11-19,2003-01-30,46765.0,567
489,2019-10-05,1987-09-16,64117.0,783
490,2021-11-24,1975-11-05,51900.0,834
491,2017-08-27,2003-06-30,145926.0,570
492,2018-11-11,1960-05-12,67341.0,800
493,2019-03-13,2004-03-26,139277.0,643
494,2020-10-07,1962-09-13,75422.0,815
495,2019-03-08,1969-05-31,74504.0,691
496,2023-06-01,1996-01-29,69955.0,820
497,2018-09-27,1991-09-10,73269.0,558
498,2019-12-15,2003-07-10,172715.0,655
499,2019-05-02,1992-07-02,22930.0,609
500,2017-02-01,1986-11-08,26882.0,599
501,2022-10-30,1972-04-29,55738.0,623
502,2017-09-08,1955-03-28,73664.0,652
503,2018-05-22,1961-03-12,103265.0,550
504,2024-01-19,1969-11-21,92646.0,782
505,2025-10-31,1957-01-17,60348.0,720
506,2022-08-29,1980-05-30,121725.0,831
507,2025-06-18,1993-11-14,122406.0,782
508,2024-10-01,2003-03-02,80180.0,559
509,2020-06-28,1979-06-27,118341.0,527
510,2023-10-18,1998-10-03,83811.0,669
511,2018-10-01,2004-04-12,55230.0,692
512,2020-04-04,1997-12-29,103664.0,596
513,2021-02-10,1978-04-02,77289.0,812
514,2025-12-19,1971-04-07,73179.0,732
515,2024-09-08,2003-11-25,152738.0,799
516,2020-08-02,1967-02-05,21473.0,543
517,2022-06-14,1975-08-01,35996.0,826
518,2017-04-23,1958-09-14,40395.0,582
519,2024-03-08,1994-09-08,60984.0,679
520,2021-04-25,1987-06-30,64389.0,675
521,2021-01-30,1959-03-30,34418.0,828
522,2023-10-01,1966-02-05,44686.0,610
523,2022-03-24,1982-10-10,47552.0,596
524,2015-10-30,1982-01-09,249874.0,635
525,2018-04-16,1995-02-08,180029.0,644
526,2017-01-06,1968-04-22,59523.0,572
527,2023-05-23,2001-03-28,60974.0,570
528,2015-05-27,1977-03-23,41167.0,592
529,2017-04-24,1996-02-18,28168.0,686
530,2021-10-27,1966-12-02,68979.0,637
531,2022-12-07,1956-11-06,44404.0,656
532,2020-09-29,1957-10-02,70093.0,787
533,2024-10-29,1973-08-21,32856.0,596
534,2025-06-28,2002-08-30,49962.0,863
535,2016-07-04,1957-06-08,78772.0,800
536,2025-11-15,1973-06-14,87825.0,569
537,2022-01-05,1960-06-18,90105.0,625
538,2022-04-07,2001-08-01,37788.0,573
539,2016-02-01,1988-10-07,112122.0,609
540,2022-02-06,1993-02-19,49016.0,646
541,2023-04-15,1990-08-31,100351.0,552
542,2021-08-18,1987-11-08,72742.0,505
543,2015-12-19,1993-09-09,36747.0,675
544,2020-12-21,1955-05-29,62436.0,780
545,2025-09-07,1998-04-11,87788.0,621
546,2023-04-05,1991-12-30,99358.0,844
547,2016-07-26,1991-12-22,68153.0,647
548,2025-12-16,1974-09-03,157297.0,860
549,2025-12-12,1995-01-18,121025.0,594
550,2016-12-07,1974-02-03,64323.0,715
551,2024-02-22,1957-06-13,106411.0,805
552,2019-08-24,2000-05-24,192316.0,523
553,2021-10-11,1966-09-23,194900.0,872
554,2020-01-31,1960-02-05,39577.0,645
555,2023-12-08,1986-02-05,46015.0,699
556,2026-05-19,1966-09-07,153654.0,751
557,2024-01-29,1997-11-28,43082.0,757
558,2025-08-19,1977-03-10,37750.0,509
559,2025-10-19,1955-03-24,57349.0,846
560,2016-01-11,2002-08-04,90230.0,749
561,2017-11-22,1980-09-25,69481.0,899
562,2023-03-30,1968-02-25,52824.0,688
563,2021-09-26,1988-11-12,52203.0,745
564,2015-07-29,1981-07-14,51217.0,676
565,2016-02-01,1956-06-24,47110.0,855
566,2020-12-10,1992-12-26,228849.0,832
567,2022-01-13,1975-01-26,84860.0,863
568,2016-11-30,1989-12-29,113935.0,701
569,2016-12-15,1999-10-14,57266.0,816
570,2016-06-23,1985-07-14,66637.0,643
571,2021-06-13,1988-08-01,51186.0,684
572,2015-02-02,1967-09-25,19422.0,804
573,2021-07-15,1966-11-19,36717.0,532
574,2020-06-07,1975-10-02,29575.0,784
575,2020-04-27,1997-08-23,23745.0,506
576,2022-10-03,1981-03-18,40228.0,732
577,2020-12-19,1972-05-27,141843.0,690
578,2023-04-23,1993-12-25,71524.0,687
579,2023-09-21,1997-09-02,139425.0,697
580,2025-07-03,2000-02-17,89814.0,696
581,2024-02-15,1969-12-12,108151.0,662
582,2020-11-28,1990-06-26,46609.0,680
583,2020-08-14,1984-07-08,95033.0,727
584,2017-09-09,1977-06-14,105278.0,805
585,2021-11-05,1974-11-06,54813.0,720
586,2016-08-03,1960-09-23,96739.0,757
587,2025-08-19,1968-09-28,97061.0,834
588,2024-08-24,1982-06-27,55560.0,895
589,2016-05-14,1999-05-02,41715.0,543
590,2023-12-22,1998-04-27,40455.0,785
591,2016-05-03,1964-05-19,76363.0,590
592,2023-03-27,1988-12-20,86121.0,578
593,2016-01-01,1959-03-29,49204.0,817
594,2020-07-28,1988-10-02,74109.0,527
595,2022-07-06,1972-02-05,97272.0,839
596,2023-04-28,1977-06-30,99618.0,808
597,2019-10-12,1990-11-19,158886.0,897
598,2025-07-10,1976-03-31,138481.0,767
599,2023-11-03,1995-05-17,44327.0,849
600,2017-05-18,1981-09-06,169701.0,547
